Team 0	0	0	0	0
Team 0	0	0	0	0
Team 0	0	0	0	0
Team 13	0.25925925925925924	0	0.45454545454545453	0.47222222222222227
Team 13	0.25925925925925924	0	1.0	0.47222222222222227
Team 13	0.25925925925925924	0	1.0	0.47222222222222227
Team 13	0.25925925925925924	0	1.0	0.47222222222222227
Team 13	0.25925925925925924	0	1.0	0.47222222222222227
Team 13	0.25925925925925924	0	1.0	0.47222222222222227
Team 13	0.25925925925925924	0	1.0	0.47222222222222227
Team 13	0.25925925925925924	0	0.2727272727272727	0.47222222222222227
